,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff
1868,Kepler-1337 b,1918,6.39 Earths,15.817,2016,Kepler-121 b,Kepler-121,1,2.0,Transit,2014.0,Kepler,0.0,3.177422,3e-06,-3e-06,0.0,0.039,,,0.0,2.34,1.27,-1.27,0.0,0.209,0.113,-0.113,0.0,6.08,,,0,0.0191,,,0.0,M-R relationship,0.0,,,0.0,220.49,7.28,-7.03,0.0,997,,,0.0,0,,5311.0
1869,Kepler-1338 b,2019,0.721 Earths,13.574,2016,Kepler-121 c,Kepler-121,1,2.0,Transit,2014.0,Kepler,0.0,41.008011,0.000191,-0.000191,0.0,0.216,,,0.0,2.27,1.25,-1.25,0.0,0.203,0.112,-0.112,0.0,5.77,,,0,0.0182,,,0.0,M-R relationship,0.0,,,0.0,7.3,0.24,-0.23,0.0,425,,,0.0,0,,5311.0
1870,Kepler-1339 b,871,0.285 Earths,12.123,2016,Kepler-1210 b,Kepler-1210,1,1.0,Transit,2016.0,Kepler,0.0,8.07124073,4.899e-05,-4.899e-05,0.0,0.0753,,,0.0,1.7,0.3,-0.13,0.0,0.152,0.027,-0.012,0.0,3.53,,,0,0.0111,,,0.0,M-R relationship,0.0,,,0.0,152.05,16.08,-14.33,0.0,856,,,0.0,0,,5568.0
1871,Kepler-133 b,2170,3.75 Earths,12.841,2014,Kepler-1211 b,Kepler-1211,1,1.0,Transit,2016.0,Kepler,0.0,11.01816836,7.975e-05,-7.975e-05,0.0,0.0985,,,0.0,2.55,0.42,-0.41,0.0,0.227,0.037,-0.037,0.0,7.04,,,0,0.0221,,,0.0,M-R relationship,0.0,,,0.0,139.85,22.45,-18.69,0.0,840,,,0.0,0,,5705.0
1872,Kepler-133 c,2170,8.45 Earths,12.841,2014,Kepler-1212 b,Kepler-1212,1,1.0,Transit,2016.0,Kepler,0.0,12.94130146,7.91e-05,-7.91e-05,0.0,0.1082,,,0.0,2.14,0.58,-0.27,0.0,0.191,0.052,-0.024,0.0,5.22,,,0,0.0164,,,0.0,M-R relationship,0.0,,,0.0,142.1,10.5,-9.69,0.0,795,,,0.0,0,,6051.0
1873,Kepler-1340 b,4635,3.02 Earths,14.755,2016,Kepler-1213 b,Kepler-1213,1,1.0,Transit,2016.0,Kepler,0.0,5.34982412,2.659e-05,-2.659e-05,0.0,0.0635,,,0.0,1.19,0.13,-0.1,0.0,0.106,0.012,-0.009,0.0,1.81,,,0,0.0057,,,0.0,M-R relationship,0.0,,,0.0,595.42,18.1,-17.45,0.0,1156,,,0.0,0,,6050.0
1874,Kepler-1341 b,1520,9.22 Earths,15.018,2016,Kepler-1214 b,Kepler-1214,1,1.0,Transit,2016.0,Kepler,0.0,18.82634264,8.784e-05,-8.784e-05,0.0,0.128,,,0.0,2.36,0.19,-0.11,0.0,0.211,0.017,-0.01,0.0,6.17,,,0,0.0194,,,0.0,M-R relationship,0.0,,,0.0,23.18,1.38,-1.29,0.0,591,,,0.0,0,,5130.0
1875,Kepler-1342 b,3070,3.39 Earths,15.383,2016,Kepler-1215 b,Kepler-1215,1,1.0,Transit,2016.0,Kepler,0.0,4.76703963,2.3e-05,-2.3e-05,0.0,0.0528,,,0.0,1.22,0.18,-0.12,0.0,0.109,0.016,-0.011,0.0,1.98,,,0,0.00624,,,0.0,M-R relationship,0.0,,,0.0,253.96,8.6,-8.31,0.0,1046,,,0.0,0,,5616.0
1876,Kepler-1343 b,4263,4.38 Earths,15.53,2016,Kepler-1216 b,Kepler-1216,1,1.0,Transit,2016.0,Kepler,0.0,4.37034536,1.993e-05,-1.993e-05,0.0,0.0519,,,0.0,1.39,0.22,-0.11,0.0,0.124,0.02,-0.01,0.0,2.51,,,0,0.0079,,,0.0,M-R relationship,0.0,,,0.0,415.55,31.66,-29.0,0.0,1191,,,0.0,0,,5743.0
1877,Kepler-1344 b,2776,4.04 Earths,14.027,2016,Kepler-1217 b,Kepler-1217,1,1.0,Transit,2016.0,Kepler,0.0,2.03232507,6.46e-06,-6.46e-06,0.0,0.0326,,,0.0,1.99,0.48,-0.19,0.0,0.178,0.043,-0.017,0.0,4.62,,,0,0.0145,,,0.0,M-R relationship,0.0,,,0.0,1302.95,135.54,-120.2,0.0,1542,,,0.0,0,,5905.0
1878,Kepler-1345 b,3797,6.17 Earths,13.705,2016,Kepler-1218 b,Kepler-1218,1,1.0,Transit,2016.0,Kepler,0.0,22.9221266,0.0002337,-0.0002337,0.0,0.1564,,,0.0,1.44,0.15,-0.14,0.0,0.128,0.013,-0.012,0.0,2.67,,,0,0.00839,,,0.0,M-R relationship,0.0,,,0.0,84.83,3.03,-2.91,0.0,684,,,0.0,0,,5986.0
1879,Kepler-1346 b,3663,3.12 Earths,14.462,2016,Kepler-1219 b,Kepler-1219,1,1.0,Transit,2016.0,Kepler,0.0,16.10467749,8.828e-05,-8.828e-05,0.0,0.1418,,,0.0,2.12,0.56,-0.45,0.0,0.189,0.05,-0.04,0.0,5.14,,,0,0.0162,,,0.0,M-R relationship,0.0,,,0.0,430.69,33.3,-30.9,0.0,1159,,,0.0,0,,5944.0
1880,Kepler-1347 b,1047,1.08 Earths,13.412,2016,Kepler-122 b,Kepler-122,1,5.0,Transit,2014.0,Kepler,0.0,5.766193,1.6e-05,-1.6e-05,0.0,0.064,,,0.0,2.34,0.46,-0.46,0.0,0.209,0.041,-0.041,0.0,6.08,,,0,0.0191,,,0.0,M-R relationship,0.0,,,0.0,448.1,20.65,-19.67,0.0,1159,,,0.0,0,,6050.0
1881,Kepler-1348 b,3370,4.42 Earths,14.679,2016,Kepler-122 c,Kepler-122,1,5.0,Transit,2014.0,Kepler,0.0,12.465988,9e-06,-9e-06,0.0,0.108,,,0.0,5.87,1.16,-1.16,0.0,0.524,0.103,-0.103,0.0,29.0,,,0,0.0912,,,0.0,M-R relationship,0.0,,,0.0,160.5,7.4,-7.05,0.0,897,,,0.0,0,,6050.0
1882,Kepler-1349 b,848,0.271 Earths,11.082,2016,Kepler-122 d,Kepler-122,1,5.0,Transit,2014.0,Kepler,0.0,21.587475,0.000164,-0.000164,0.0,0.155,,,0.0,2.2,0.44,-0.44,0.0,0.196,0.039,-0.039,0.0,5.48,,,0,0.0172,,,0.0,M-R relationship,0.0,,,0.0,77.14,3.56,-3.39,0.0,747,,,0.0,0,,6050.0
1883,Kepler-134 b,1103,4.66 Earths,12.222,2014,Kepler-122 e,Kepler-122,1,5.0,Transit,2014.0,Kepler,0.0,37.993273,0.00039,-0.00039,0.0,0.227,,,0.0,2.6,0.54,-0.54,0.0,0.232,0.048,-0.048,0.0,27.7,11.4,-9.8,0,0.087,0.036,-0.031,0.0,Mass,0.0,,,0.0,36.3,1.67,-1.59,0.0,618,,,0.0,1,,6050.0
1884,Kepler-134 c,1103,2.13 Earths,12.222,2014,Kepler-122 f,Kepler-122,1,5.0,Transit Timing Variations,2014.0,Kepler,0.0,56.268,,,0.0,0.287,,,0.0,1.75,0.6,-0.16,0.0,0.156,0.054,-0.014,0.0,36.0,19.4,-16.2,0,0.113,0.061,-0.051,0.0,Mass,0.0,,,0.0,21.52,0.99,-0.94,0.0,543,,,0.0,1,,6102.0
1885,Kepler-1350 b,1142,6.9 Earths,16.233,2016,Kepler-1220 b,Kepler-1220,1,1.0,Transit,2016.0,Kepler,0.0,7.42693741,4.187e-05,-4.187e-05,0.0,0.0734,,,0.0,1.52,0.33,-0.19,0.0,0.136,0.029,-0.017,0.0,2.92,,,0,0.0092,,,0.0,M-R relationship,0.0,,,0.0,177.84,14.03,-12.79,0.0,899,,,0.0,0,,5842.0
1886,Kepler-1350 c,1142,3.64 Earths,16.233,2016,Kepler-1221 b,Kepler-1221,1,1.0,Transit,2016.0,Kepler,0.0,12.00096042,5.761e-05,-5.761e-05,0.0,0.0906,,,0.0,1.88,0.3,-0.16,0.0,0.168,0.027,-0.014,0.0,4.19,,,0,0.0132,,,0.0,M-R relationship,0.0,,,0.0,37.81,14.41,-9.49,0.0,632,,,0.0,0,,5194.0
1887,Kepler-1351 b,786,0.208 Earths,14.087,2016,Kepler-1222 b,Kepler-1222,1,1.0,Transit,2016.0,Kepler,0.0,1.91694425,6.11e-06,-6.11e-06,0.0,0.0282,,,0.0,0.79,0.06,-0.06,0.0,0.07,0.005,-0.005,0.0,0.418,,,0,0.00131,,,0.0,M-R relationship,0.0,,,0.0,416.23,10.98,-10.75,0.0,1246,,,0.0,0,,5239.0
1888,Kepler-1352 b,2078,0.64 Earths,13.25,2016,Kepler-1223 b,Kepler-1223,1,1.0,Transit,2016.0,Kepler,0.0,16.301259,0.000103,-0.000103,0.0,0.1186,,,0.0,1.22,0.06,-0.08,0.0,0.109,0.005,-0.007,0.0,1.98,,,0,0.00624,,,0.0,M-R relationship,0.0,,,0.0,20.51,0.58,-0.57,0.0,557,,,0.0,0,,4870.0
1889,Kepler-1353 b,1944,3.89 Earths,15.506,2016,Kepler-1224 b,Kepler-1224,1,1.0,Transit,2016.0,Kepler,0.0,13.32351601,7.281e-05,-7.281e-05,0.0,0.1165,,,0.0,1.33,0.12,-0.08,0.0,0.119,0.011,-0.007,0.0,2.33,,,0,0.00733,,,0.0,M-R relationship,0.0,,,0.0,132.66,4.78,-4.61,0.0,872,,,0.0,0,,6155.0
1890,Kepler-1354 b,3448,9.11 Earths,14.369,2016,Kepler-1225 b,Kepler-1225,1,1.0,Transit,2016.0,Kepler,0.0,7.01075434,2.753e-05,-2.753e-05,0.0,0.0771,,,0.0,1.82,0.61,-0.24,0.0,0.162,0.054,-0.021,0.0,3.97,,,0,0.0125,,,0.0,M-R relationship,0.0,,,0.0,324.28,22.28,-20.64,0.0,1453,,,0.0,0,,6140.0
1891,Kepler-1355 b,3141,2.73 Earths,15.452,2016,Kepler-1226 b,Kepler-1226,1,1.0,Transit,2016.0,Kepler,0.0,17.2923453,0.0001187,-0.0001187,0.0,0.1361,,,0.0,1.45,0.26,-0.15,0.0,0.129,0.023,-0.013,0.0,2.7,,,0,0.00849,,,0.0,M-R relationship,0.0,,,0.0,140.38,10.59,-9.66,0.0,809,,,0.0,0,,5923.0
1892,Kepler-1356 b,2874,2.96 Earths,15.72,2016,Kepler-1227 b,Kepler-1227,1,1.0,Transit,2016.0,Kepler,0.0,94.2887577,0.0005873,-0.0005873,0.0,0.4092,,,0.0,2.29,0.52,-0.23,0.0,0.204,0.046,-0.021,0.0,5.86,,,0,0.0184,,,0.0,M-R relationship,0.0,,,0.0,4.18,0.12,-0.12,0.0,369,,,0.0,0,,5747.0
1893,Kepler-1357 b,3347,2.18 Earths,15.22,2016,Kepler-1228 b,Kepler-1228,1,1.0,Transit,2016.0,Kepler,0.0,0.57736958,4.1e-07,-4.1e-07,0.0,0.0125,,,0.0,1.54,0.11,-0.14,0.0,0.137,0.01,-0.012,0.0,2.99,,,0,0.0094,,,0.0,M-R relationship,0.0,,,0.0,1598.66,50.61,-48.92,0.0,1757,,,0.0,0,,5063.0
1894,Kepler-1358 b,1820,1.46 Earths,14.54,2016,Kepler-1229 b,Kepler-1229,1,1.0,Transit,2016.0,Kepler,0.0,86.828989,0.001069,-0.001069,0.0,0.3006,0.0069,-0.0091,0.0,1.4,0.11,-0.13,0.0,0.125,0.01,-0.012,0.0,2.54,,,0,0.008,,,0.0,M-R relationship,0.0,,,0.0,0.52,0.05,-0.05,0.0,212,19.0,-17.0,0.0,0,,3784.0
1895,Kepler-1359 b,2182,8.4 Earths,15.753,2016,Kepler-123 b,Kepler-123,1,2.0,Transit,2014.0,Kepler,0.0,17.232366,5.6e-05,-5.6e-05,0.0,0.135,,,0.0,2.94,0.57,-0.57,0.0,0.262,0.051,-0.051,0.0,55.3,31.2,-27.8,0,0.174,0.098,-0.087,0.0,Mass,0.0,,,0.0,138.81,7.24,-6.85,0.0,817,,,0.0,0,,6089.0
1896,Kepler-135 b,2065,3.93 Earths,12.679,2014,Kepler-123 c,Kepler-123,1,2.0,Transit,2014.0,Kepler,0.0,26.695074,0.000468,-0.000468,0.0,0.181,,,0.0,1.48,0.3,-0.3,0.0,0.132,0.027,-0.027,0.0,2.79,,,0,0.00879,,,0.0,M-R relationship,0.0,,,0.0,77.4,4.04,-3.82,0.0,706,,,0.0,0,,6089.0
1897,Kepler-135 c,2065,1.65 Earths,12.679,2014,Kepler-1230 b,Kepler-1230,1,1.0,Transit,2016.0,Kepler,0.0,9.95661537,4.469e-05,-4.469e-05,0.0,0.0921,,,0.0,2.71,0.49,-0.29,0.0,0.242,0.044,-0.026,0.0,7.8,,,0,0.0245,,,0.0,M-R relationship,0.0,,,0.0,153.93,17.82,-15.66,0.0,946,,,0.0,0,,5961.0
1898,Kepler-1360 b,4583,11.5 Earths,13.88,2016,Kepler-1231 b,Kepler-1231,1,1.0,Transit,2016.0,Kepler,0.0,10.41725184,6.556e-05,-6.556e-05,0.0,0.0914,,,0.0,1.42,0.3,-0.12,0.0,0.127,0.027,-0.011,0.0,2.6,,,0,0.00819,,,0.0,M-R relationship,0.0,,,0.0,117.52,5.61,-5.33,0.0,870,,,0.0,0,,5778.0
1899,Kepler-1361 b,1318,0.566 Earths,13.917,2016,Kepler-1232 b,Kepler-1232,1,1.0,Transit,2016.0,Kepler,0.0,26.7839183,0.0001786,-0.0001786,0.0,0.1673,,,0.0,1.93,0.24,-0.16,0.0,0.172,0.021,-0.014,0.0,4.38,,,0,0.0138,,,0.0,M-R relationship,0.0,,,0.0,14.6,0.48,-0.47,0.0,523,,,0.0,0,,5471.0
1900,Kepler-1362 b,2502,7.27 Earths,15.825,2016,Kepler-1233 b,Kepler-1233,1,1.0,Transit,2016.0,Kepler,0.0,45.1263042,0.0005171,-0.0005171,0.0,0.263,,,0.0,2.6,1.08,-0.39,0.0,0.232,0.096,-0.035,0.0,7.27,,,0,0.0229,,,0.0,M-R relationship,0.0,,,0.0,30.06,2.24,-2.06,0.0,604,,,0.0,0,,6198.0
1901,Kepler-1363 b,1823,2.1 Earths,15.292,2016,Kepler-1234 b,Kepler-1234,1,1.0,Transit,2016.0,Kepler,0.0,11.94014029,8.335e-05,-8.335e-05,0.0,0.096,,,0.0,2.81,0.16,-0.81,0.0,0.251,0.014,-0.072,0.0,8.3,,,0,0.0261,,,0.0,M-R relationship,0.0,,,0.0,40.12,3.33,-3.04,0.0,625,,,0.0,0,,4967.0
1902,Kepler-1364 b,3748,5.27 Earths,13.186,2016,Kepler-1235 b,Kepler-1235,1,1.0,Transit,2016.0,Kepler,0.0,4.16055856,2.789e-05,-2.789e-05,0.0,0.0491,,,0.0,0.79,0.12,-0.06,0.0,0.07,0.011,-0.005,0.0,0.418,,,0,0.00131,,,0.0,M-R relationship,0.0,,,0.0,265.32,7.12,-6.98,0.0,985,,,0.0,0,,5541.0
1903,Kepler-1365 b,1765,0.721 Earths,13.38,2016,Kepler-1236 b,Kepler-1236,1,1.0,Transit,2016.0,Kepler,0.0,31.0571618,0.0002508,-0.0002508,0.0,0.1803,,,0.0,2.14,0.18,-0.22,0.0,0.191,0.016,-0.02,0.0,5.22,,,0,0.0164,,,0.0,M-R relationship,0.0,,,0.0,13.57,1.26,-1.14,0.0,480,,,0.0,0,,5337.0
1904,Kepler-1365 c,1765,0.437 Earths,13.38,2016,Kepler-1237 b,Kepler-1237,1,1.0,Transit,2016.0,Kepler,0.0,84.5733226,0.000648,-0.000648,0.0,0.3778,,,0.0,2.86,0.39,-0.21,0.0,0.255,0.035,-0.019,0.0,8.55,,,0,0.0269,,,0.0,M-R relationship,0.0,,,0.0,4.04,0.38,-0.34,0.0,366,,,0.0,0,,5472.0
1905,Kepler-1366 b,1288,2.63 Earths,15.889,2016,Kepler-1238 b,Kepler-1238,1,1.0,Transit,2016.0,Kepler,0.0,4.14787559,3.447e-05,-3.447e-05,0.0,0.0541,,,0.0,1.93,0.85,-0.42,0.0,0.172,0.076,-0.037,0.0,4.38,,,0,0.0138,,,0.0,M-R relationship,0.0,,,0.0,1195.2,111.21,-100.15,0.0,1389,,,0.0,0,,6386.0
1906,Kepler-1367 b,1165,0.721 Earths,15.558,2016,Kepler-1239 b,Kepler-1239,1,1.0,Transit,2016.0,Kepler,0.0,5.19104016,2.643e-05,-2.643e-05,0.0,0.0625,,,0.0,2.9,0.37,-0.31,0.0,0.259,0.033,-0.028,0.0,8.75,,,0,0.0275,,,0.0,M-R relationship,0.0,,,0.0,462.91,448.36,-152.69,0.0,1183,,,0.0,0,,6564.0
1907,Kepler-1368 b,5709,3.36 Earths,15.873,2016,Kepler-124 b,Kepler-124,1,3.0,Transit,2014.0,Kepler,0.0,3.410493,2.1e-05,-2.1e-05,0.0,0.039,,,0.0,0.73,0.05,-0.05,0.0,0.065,0.004,-0.004,0.0,0.315,,,0,0.00099,,,0.0,M-R relationship,0.0,,,0.0,198.84,5.62,-5.48,0.0,892,,,0.0,0,,4984.0
1908,Kepler-1369 b,4032,7.7 Earths,15.35,2016,Kepler-124 c,Kepler-124,1,3.0,Transit,2014.0,Kepler,0.0,13.821375,3.7e-05,-3.7e-05,0.0,0.1,,,0.0,1.75,0.09,-0.09,0.0,0.156,0.008,-0.008,0.0,3.71,,,0,0.0117,,,0.0,M-R relationship,0.0,,,0.0,30.72,0.87,-0.85,0.0,560,,,0.0,0,,4984.0
1909,Kepler-136 b,1389,19.8 Earths,11.754,2014,Kepler-124 d,Kepler-124,1,3.0,Transit,2014.0,Kepler,0.0,30.950851,0.000361,-0.000361,0.0,0.17,,,0.0,1.11,0.07,-0.07,0.0,0.099,0.006,-0.006,0.0,1.41,,,0,0.00444,,,0.0,M-R relationship,0.0,,,0.0,10.5,0.3,-0.29,0.0,428,,,0.0,0,,4984.0
1910,Kepler-136 c,1389,4.62 Earths,11.754,2014,Kepler-1240 b,Kepler-1240,1,1.0,Transit,2016.0,Kepler,0.0,4.8663815,2.513e-05,-2.513e-05,0.0,0.0557,,,0.0,1.15,0.2,-0.1,0.0,0.103,0.018,-0.009,0.0,1.6,,,0,0.00505,,,0.0,M-R relationship,0.0,,,0.0,539.13,22.73,-21.78,0.0,1121,,,0.0,0,,5682.0
1911,Kepler-1370 b,2864,4.04 Earths,13.674,2016,Kepler-1241 b,Kepler-1241,1,1.0,Transit,2016.0,Kepler,0.0,18.5525701,0.0001035,-0.0001035,0.0,0.1336,,,0.0,2.63,0.21,-0.23,0.0,0.235,0.019,-0.021,0.0,7.41,,,0,0.0233,,,0.0,M-R relationship,0.0,,,0.0,31.46,2.58,-2.35,0.0,612,,,0.0,0,,5261.0
1912,Kepler-1370 c,2864,2.15 Earths,13.674,2016,Kepler-1242 b,Kepler-1242,1,1.0,Transit,2016.0,Kepler,0.0,13.62798432,5.714e-05,-5.714e-05,0.0,0.1039,,,0.0,2.26,0.13,-0.13,0.0,0.202,0.012,-0.012,0.0,5.73,,,0,0.018,,,0.0,M-R relationship,0.0,,,0.0,29.0,1.45,-1.37,0.0,639,,,0.0,0,,4895.0
1913,Kepler-1371 b,1468,0.315 Earths,13.834,2016,Kepler-1243 b,Kepler-1243,1,1.0,Transit,2016.0,Kepler,0.0,16.8320729,8.923e-05,-8.923e-05,0.0,0.1256,,,0.0,1.75,0.28,-0.17,0.0,0.156,0.025,-0.015,0.0,3.71,,,0,0.0117,,,0.0,M-R relationship,0.0,,,0.0,36.16,1.69,-1.61,0.0,690,,,0.0,0,,5667.0
1914,Kepler-1371 c,1468,0.196 Earths,13.834,2016,Kepler-1244 b,Kepler-1244,1,1.0,Transit,2016.0,Kepler,0.0,3.70428172,1.784e-05,-1.784e-05,0.0,0.0502,,,0.0,1.35,0.63,-0.25,0.0,0.12,0.056,-0.022,0.0,2.39,,,0,0.00752,,,0.0,M-R relationship,0.0,,,0.0,4756.32,240.08,-225.34,0.0,1839,,,0.0,0,,6680.0
1915,Kepler-1372 b,3787,2.15 Earths,15.349,2016,Kepler-1245 b,Kepler-1245,1,2.0,Transit,2016.0,Kepler,0.0,4.35409304,1.933e-05,-1.933e-05,0.0,0.0484,,,0.0,1.44,0.12,-0.1,0.0,0.128,0.011,-0.009,0.0,2.67,,,0,0.00839,,,0.0,M-R relationship,0.0,,,0.0,194.34,9.96,-9.43,0.0,1043,,,0.0,0,,5306.0
1916,Kepler-1373 b,3627,1.65 Earths,14.072,2016,Kepler-1245 c,Kepler-1245,1,2.0,Transit,2016.0,Kepler,0.0,2.93658468,8.4e-06,-8.4e-06,0.0,0.0372,,,0.0,1.44,0.13,-0.08,0.0,0.128,0.012,-0.007,0.0,2.67,,,0,0.00839,,,0.0,M-R relationship,0.0,,,0.0,328.98,16.87,-15.96,0.0,1190,,,0.0,0,,5306.0
1917,Kepler-1374 b,3702,5.86 Earths,15.93,2016,Kepler-1246 b,Kepler-1246,1,1.0,Transit,2016.0,Kepler,0.0,11.32271513,8.852e-05,-8.852e-05,0.0,0.0848,,,0.0,1.36,0.2,-0.22,0.0,0.121,0.018,-0.02,0.0,2.42,,,0,0.00761,,,0.0,M-R relationship,0.0,,,0.0,26.45,1.17,-1.11,0.0,554,,,0.0,0,,4611.0
1918,Kepler-1375 b,4038,3.68 Earths,13.71,2016,Kepler-1247 b,Kepler-1247,1,1.0,Transit,2016.0,Kepler,0.0,13.71220213,6.363e-05,-6.363e-05,0.0,0.1091,,,0.0,2.33,0.21,-0.16,0.0,0.208,0.019,-0.014,0.0,6.04,,,0,0.019,,,0.0,M-R relationship,0.0,,,0.0,41.47,4.09,-3.67,0.0,676,,,0.0,0,,5303.0
1919,Kepler-1376 b,2818,1.16 Earths,14.672,2016,Kepler-1248 b,Kepler-1248,1,1.0,Transit,2016.0,Kepler,0.0,7.46725407,5.302e-05,-5.302e-05,0.0,0.0806,,,0.0,1.18,0.2,-0.11,0.0,0.105,0.018,-0.01,0.0,1.76,,,0,0.00553,,,0.0,M-R relationship,0.0,,,0.0,271.25,123.26,-53.59,0.0,1035,,,0.0,0,,6149.0
1920,Kepler-1377 b,3324,2.1 Earths,15.889,2016,Kepler-1249 b,Kepler-1249,1,1.0,Transit,2016.0,Kepler,0.0,24.3347127,0.0002886,-0.0002886,0.0,0.167,,,0.0,2.38,0.97,-0.38,0.0,0.212,0.087,-0.034,0.0,6.26,,,0,0.0197,,,0.0,M-R relationship,0.0,,,0.0,98.34,13.48,-11.49,0.0,647,,,0.0,0,,6202.0
1921,Kepler-1378 b,1833,5.48 Earths,16.054,2016,Kepler-125 b,Kepler-125,1,2.0,Transit,2014.0,Kepler,0.0,4.164389,3e-06,-3e-06,0.0,0.041,,,0.0,2.37,0.1,-0.1,0.0,0.211,0.009,-0.009,0.0,6.21,,,0,0.0195,,,0.0,M-R relationship,0.0,,,0.0,33.18,3.38,-3.1,0.0,590,,,0.0,0,M1 V,3810.0
1922,Kepler-1379 b,3102,2.24 Earths,15.853,2016,Kepler-125 c,Kepler-125,1,2.0,Transit,2014.0,Kepler,0.0,5.774464,4.7e-05,-4.7e-05,0.0,0.051,,,0.0,0.74,0.05,-0.05,0.0,0.066,0.004,-0.004,0.0,0.33,,,0,0.00104,,,0.0,M-R relationship,0.0,,,0.0,16.81,0.94,-0.5,0.0,529,,,0.0,0,M1 V,3810.0
1923,Kepler-137 b,997,2.76 Earths,12.941,2014,Kepler-1250 b,Kepler-1250,1,1.0,Transit,2016.0,Kepler,0.0,2.60754383,6.52e-06,-6.52e-06,0.0,0.0393,,,0.0,1.92,0.45,-0.17,0.0,0.171,0.04,-0.015,0.0,4.35,,,0,0.0137,,,0.0,M-R relationship,0.0,,,0.0,1866.19,263.81,-223.62,0.0,1431,,,0.0,0,,5717.0
1924,Kepler-137 c,997,4.19 Earths,12.941,2014,Kepler-1251 b,Kepler-1251,1,1.0,Transit,2016.0,Kepler,0.0,45.0904643,0.000463,-0.000463,0.0,0.2478,,,0.0,1.84,0.26,-0.14,0.0,0.164,0.023,-0.012,0.0,4.04,,,0,0.0127,,,0.0,M-R relationship,0.0,,,0.0,13.78,0.87,-0.81,0.0,487,,,0.0,0,,5545.0
1925,Kepler-1380 b,3944,2.63 Earths,15.614,2016,Kepler-1252 b,Kepler-1252,1,1.0,Transit,2016.0,Kepler,0.0,15.0540329,0.0001248,-0.0001248,0.0,0.1078,,,0.0,1.67,0.42,-0.23,0.0,0.149,0.037,-0.021,0.0,3.43,,,0,0.0108,,,0.0,M-R relationship,0.0,,,0.0,57.58,2.04,-1.97,0.0,665,,,0.0,0,,5949.0
1926,Kepler-1381 b,4260,5.69 Earths,15.478,2016,Kepler-1253 b,Kepler-1253,1,1.0,Transit,2016.0,Kepler,0.0,68.8861915,0.000527,-0.000527,0.0,0.3133,,,0.0,1.33,0.18,-0.18,0.0,0.119,0.016,-0.016,0.0,2.33,,,0,0.00733,,,0.0,M-R relationship,0.0,,,0.0,21.62,0.59,-0.58,0.0,501,,,0.0,0,,5850.0
1927,Kepler-1382 b,2381,4.19 Earths,12.757,2016,Kepler-1254 b,Kepler-1254,1,3.0,Transit,2016.0,Kepler,0.0,9.99113313,5.61e-05,-5.61e-05,0.0,0.0833,,,0.0,1.55,0.09,-0.12,0.0,0.138,0.008,-0.011,0.0,3.02,,,0,0.00951,,,0.0,M-R relationship,0.0,,,0.0,33.98,1.6,-1.53,0.0,660,,,0.0,0,,4985.0
1928,Kepler-1383 b,3135,2.57 Earths,13.708,2016,Kepler-1254 c,Kepler-1254,1,3.0,Transit,2016.0,Kepler,0.0,3.60084276,1.9e-05,-1.9e-05,0.0,0.0422,,,0.0,1.3,0.07,-0.12,0.0,0.116,0.006,-0.011,0.0,2.24,,,0,0.00705,,,0.0,M-R relationship,0.0,,,0.0,132.39,6.24,-5.96,0.0,927,,,0.0,0,,4985.0
1929,Kepler-1384 b,2016,4.42 Earths,15.446,2016,Kepler-1254 d,Kepler-1254,1,3.0,Transit,2016.0,Kepler,0.0,5.72717226,2.908e-05,-2.908e-05,0.0,0.0575,,,0.0,1.31,0.09,-0.11,0.0,0.117,0.008,-0.01,0.0,2.27,,,0,0.00714,,,0.0,M-R relationship,0.0,,,0.0,71.31,3.36,-3.21,0.0,794,,,0.0,0,,4985.0
1930,Kepler-1385 b,1719,0.543 Earths,12.844,2016,Kepler-1255 b,Kepler-1255,1,1.0,Transit,2016.0,Kepler,0.0,36.2919336,0.0003156,-0.0003156,0.0,0.2226,,,0.0,2.32,0.64,-0.29,0.0,0.207,0.057,-0.026,0.0,5.99,,,0,0.0189,,,0.0,M-R relationship,0.0,,,0.0,39.67,4.7,-4.08,0.0,694,,,0.0,0,,6018.0
1931,Kepler-1386 b,2734,2.07 Earths,14.417,2016,Kepler-1256 b,Kepler-1256,1,1.0,Transit,2016.0,Kepler,0.0,12.4127754,0.000108,-0.000108,0.0,0.1063,,,0.0,1.49,0.44,-0.22,0.0,0.133,0.039,-0.02,0.0,2.83,,,0,0.00889,,,0.0,M-R relationship,0.0,,,0.0,211.55,7.12,-6.86,0.0,933,,,0.0,0,,6129.0
